Time,Te,Ghs,Dfs,Ws,Wd,RH
542,8.18,15.66,14.85,4,209.55,72.69
543,7.79,8.73,8.19,3.27,230.85,74.36
544,7.49,4.05,3.61,2.92,223.65,76.15
545,7.22,1.47,1.17,2.95,225.2,77.79
546,6.94,0.48,0.28,2.31,224.55,79.23
547,6.64,0.35,0.17,1.98,193.25,80.79
548,6.41,0.35,0.17,2.1,200.2,82.2
549,6.26,0.35,0.17,2.03,198.25,83.4
550,6.12,0.35,0.17,1.79,199.85,84.1
551,6.03,0.35,0.17,1.6,245.3,84.3
552,5.99,0.35,0.17,1.38,239.85,84.35
553,5.99,0.35,0.17,1.62,234,84.1
554,6.06,0.34,0.17,1.95,236.5,83.85
555,6.14,0.34,0.17,1.79,228.25,84
556,6.14,0.35,0.17,1.69,222,84.5
557,6.18,0.35,0.17,2.03,223.1,84.7
558,6.28,0.35,0.17,2.37,232.45,84.8
559,6.35,0.35,0.17,2.6,227.05,85.05
560,6.34,0.35,0.17,2.66,220.85,85.15
561,6.27,0.35,0.17,2.24,181.35,85.6
562,6.26,0.35,0.17,2.01,196.35,85.85
563,6.37,0.34,0.17,2.43,228.3,85.55
564,6.47,0.35,0.17,3.51,224.15,85.2
565,6.49,0.36,0.17,3.89,233.7,85.65
566,6.47,0.36,0.17,3.32,228.7,86.3
567,6.5,0.36,0.17,3.57,249.45,86.4
568,6.56,0.35,0.17,3.9,233.35,86.45
569,6.64,0.35,0.17,3.9,211.1,86.2
570,6.72,0.35,0.17,3.77,218.4,86.45
571,6.75,0.37,0.17,3.58,264.7,86.7
572,6.76,0.38,0.17,3.56,265.45,86.45
573,6.75,0.36,0.17,3.92,226.15,86.2
574,6.74,0.36,0.17,3.93,246.45,85.8
575,6.78,0.38,0.17,3.7,228.25,85.45
576,6.78,0.38,0.17,3.86,207.3,84.9
577,6.7,0.36,0.17,3.65,233.3,84.6
578,6.62,0.36,0.17,3.59,230.15,84.45
579,6.57,0.35,0.17,3.68,206.25,84.3
580,6.5,0.35,0.17,3.47,180.35,84.4
581,6.43,0.36,0.17,2.99,199.05,83.95
582,6.4,0.36,0.17,2.73,221.2,83.75
583,6.36,0.37,0.17,2.75,201,83.9
584,6.32,0.36,0.17,2.89,183.9,83.85
585,6.29,0.36,0.17,2.71,218.8,83.95
586,6.28,0.36,0.17,2.62,246.3,84.05
587,6.3,0.35,0.17,2.52,173.85,84.05
588,6.32,0.35,0.17,1.96,184.15,83.85
589,6.43,0.36,0.17,1.88,228.55,83.8
590,6.57,0.36,0.17,2.41,187.25,84.15
591,6.65,0.35,0.17,2.9,182.5,84.65
592,6.62,0.35,0.17,2.97,228.85,85.75
593,6.53,0.35,0.17,2.61,198.15,87
594,6.5,0.36,0.17,2.61,186.45,87.6
595,6.54,0.37,0.17,3.02,226.4,87.9
596,6.61,0.36,0.17,3.26,211.45,88.1
597,6.66,0.36,0.17,3.44,234,88.4
598,6.7,0.37,0.17,3.44,225.7,88.9
599,6.68,0.37,0.17,3.06,207.2,89.5
600,6.66,0.36,0.17,3.06,252.65,89.85
601,6.67,0.36,0.17,3.48,261.2,90.2
602,6.66,0.36,0.17,3.41,210.15,90.6
603,6.65,0.36,0.17,3.37,207.5,91.15
604,6.65,0.36,0.17,3.79,242.8,91.95
605,6.62,0.36,0.17,3.96,250.4,93.15
606,6.59,0.37,0.17,3.39,252.6,93.95
607,6.59,0.37,0.17,3.25,252.35,93.9
608,6.6,0.36,0.17,3.45,257.95,94.25
609,6.64,0.36,0.17,3.21,258.3,93.9
610,6.77,0.36,0.17,3.04,245.2,92.9
611,6.87,0.37,0.17,3.17,249.1,92.45
612,6.85,0.39,0.2,3.27,261.95,92.05
613,6.73,0.93,0.66,3.63,258.2,91.65
614,6.63,2.27,1.91,3.78,275.7,90.95
615,6.61,5.02,4.61,3.65,283.95,89.95
616,6.56,9.4,8.87,3.19,282.45,89.4
617,6.48,14.36,13.73,3.22,285.75,89.6
618,6.38,19.62,18.77,3.68,275,90.15
619,6.28,35.18,34.1,3.48,267.25,90.9
620,6.28,58.04,56.62,3.39,263.45,90.45
621,6.33,66,64.58,3.26,260.2,89.95
622,6.32,72.51,71.31,2.74,275.3,90.1
623,6.33,86.4,84.31,2.52,288.8,89.4
624,6.39,95.15,91.3,2.42,295.7,88.6
625,6.44,95.05,90.8,2.58,287.9,87.65
626,6.48,92.2,85.25,3.28,298.3,86.9
627,6.44,104.55,95.15,3.77,285.25,86.5
628,6.4,133.7,112.2,3.92,282.5,85.65
629,6.5,190.65,124.05,4.21,302.05,83.7
630,6.69,236.35,143.85,4.42,283.85,81.9
631,6.79,256.15,167.3,4.86,288,81
632,6.83,251.05,168.6,5.25,310.75,79.73
633,6.89,247.3,151.1,5.35,324.15,78.56
634,6.86,280.1,141.85,5.64,316.45,78.21
635,6.93,303.1,143.65,5.42,313.4,77.64
636,7,284.05,144.45,4.99,313.15,76.93
637,7.08,255,146.45,4.22,157.83,76.04
638,7.13,258.45,155.9,3.94,158.88,73.39
639,7.15,307.85,160.6,3.93,312.8,72.05
640,7.33,364.95,162.95,3.92,322,72.17
641,7.61,413.4,180.45,4.56,339.15,71.33
642,7.86,446.55,182.9,5.05,342.4,68.76
643,8.21,514.85,144.8,5.14,321.35,65.6
644,8.3,413.65,139.85,4.73,318.4,67.09
645,8.11,418.05,162.8,4.29,319.55,68.06
646,8.32,549.4,207.2,5.16,327.6,67.85
647,7.99,369.95,197,5.35,348.3,68.64
648,7.54,225.75,160.45,5,339.1,65.45
649,7.84,234.5,183.35,5.28,330.55,62.39
650,8.02,209.35,176.55,5.18,329.5,68.37
651,7.52,220.5,183.45,5.1,328.35,73.57
652,7.54,453.65,164.7,5.02,328.4,68.32
653,8.28,567.8,111.1,5.27,335.7,61.46
654,8.55,498.3,94.95,5.48,328.7,59.15
655,8.65,543.35,80.03,5.52,320.15,58.97
656,8.72,556.3,69.9,5.42,324.45,57.16
657,8.8,550.65,85.42,5.43,329.2,56.27
658,9.22,536.1,110.35,4.43,314.7,57.69
659,9.24,353.5,132.25,4.15,297.95,59.5
660,8.25,185.2,129.3,4.92,291.5,61.38
661,8.09,344.95,127.95,4.68,314.95,59.71
662,8.88,528.95,105.53,4.7,318.75,54.79
663,9.12,508.15,63.4,5.02,279.3,48.45
664,9.11,486,62.73,5.28,288.35,45.88
665,9.24,454.85,101.8,5.23,318.6,48.04
666,9.28,375.8,145.05,5.17,323.85,49.8
667,8.98,268.4,136.6,5.69,326.7,50.17
668,8.52,165.15,108.3,6.17,305.95,49.91
669,8.27,124.1,114.5,5.56,306.6,51.3
670,8.2,129.4,117.95,4.81,330.35,53.96
671,8.16,112.5,96.35,4.6,322.25,57.29
672,8.02,119.45,80.91,4.36,322,58.8
673,8.02,141.25,78.04,3.91,331.3,58.06
674,8.07,106.27,71.85,3.72,338.25,56.79
675,7.97,68.8,62.32,3.73,322.5,56.25
676,8.1,173.17,98.05,4.03,313.15,59.79
677,8.19,252.7,107.85,4.66,313.9,60.23
678,8.07,206.95,68.25,4.67,320.75,56.07
679,7.97,141.2,54.45,4.1,309.6,56
680,7.75,81.46,58.01,3.94,279.5,56.58
681,7.52,55.37,52.07,3.97,302.4,57.35
682,7.41,46.38,41.6,4.06,327.3,61.3
683,7.1,46.38,38.74,4.67,329.4,65.37
684,6.74,43.12,31.93,4.68,317.75,67.02
685,6.5,38.3,26.32,4.39,286.15,69.42
686,6.2,25.43,19.34,3.76,296.7,72.47
687,5.87,12.79,11.21,2.98,296.55,73.39
688,5.64,5.72,5.26,2.59,270.15,73.57
689,5.49,2.2,1.83,2.38,286.45,73.96
690,5.34,0.65,0.41,2.89,294.2,74.22
691,5.14,0.34,0.17,3.23,275.2,75.68
692,4.92,0.34,0.17,3.04,264.35,77.34
693,4.74,0.34,0.17,2.75,264.95,78.53
694,4.63,0.34,0.17,2.6,256.8,79.6
695,4.53,0.34,0.17,2.43,261.25,80.12
696,4.46,0.34,0.17,2.24,267.45,80.55
697,4.4,0.34,0.17,2.35,266.05,81.3
698,4.29,0.34,0.17,2.58,276.55,82.1
699,4.19,0.34,0.17,2.24,292.75,82.9
700,4.03,0.34,0.17,1.37,299.45,84
701,3.86,0.34,0.17,1.21,275.45,85
702,3.62,0.34,0.17,1.12,234.3,86.05
703,3.25,0.34,0.17,0.83,223.35,87.6
704,2.97,0.34,0.17,0.99,235.4,88.75
705,2.86,0.34,0.17,0.97,207.6,89.15
706,2.79,0.34,0.17,0.72,179.25,89.85
707,2.7,0.34,0.17,0.9,166.7,90.6
708,2.75,0.34,0.17,1.22,159,90.5
709,2.76,0.34,0.17,0.96,159.75,90.5
710,2.61,0.34,0.17,1.12,187.05,91.05
711,2.56,0.34,0.17,1.51,196.2,90.85
712,2.47,0.34,0.17,1.03,140,90.95
713,2.28,0.34,0.17,0.69,151.6,91.65
714,2.12,0.34,0.17,1.09,195.05,91.75
715,2.18,0.34,0.17,1.19,198.5,90.85
716,2.18,0.34,0.17,1,160.4,91
717,2.03,0.34,0.17,0.93,149.5,91.45
718,1.84,0.34,0.17,0.78,106.27,91.8
719,1.63,0.34,0.17,0.75,82.96,93.05
720,1.58,0.34,0.17,0.68,115.85,93.55
721,1.6,0.34,0.17,0.56,135.75,93.55
722,1.52,0.34,0.17,0.75,166.5,93.95
723,1.43,0.34,0.17,0.8,165.4,94.45
724,1.4,0.34,0.17,0.63,194.25,94.75
725,1.43,0.34,0.17,0.93,220.9,95.4
726,1.64,0.34,0.17,1.37,202.7,95.2
727,1.73,0.34,0.17,1.32,161.4,94.85
728,1.75,0.34,0.17,1.08,167.95,94.65
729,1.87,0.34,0.17,1.1,208.85,94.1
730,2.03,0.34,0.17,1.39,218.9,93.6
731,2.12,0.34,0.17,1.41,206.1,93.1
732,2.12,0.34,0.17,1.28,205.45,93
733,2.09,0.34,0.17,1.09,195.25,93.1
734,2.02,0.34,0.17,1.19,161.8,93.25
735,2.02,0.34,0.17,1.36,136.95,93.3
736,2.06,0.34,0.17,1.2,152.4,93.65
737,2,0.34,0.17,1.15,183.8,94.5
738,1.85,0.34,0.17,1.04,233.1,95.05
739,1.77,0.34,0.17,0.83,175.65,95.3
740,1.71,0.34,0.17,0.88,96.4,95.45
741,1.61,0.34,0.17,0.84,146.7,95.95
742,1.59,0.34,0.17,0.44,162.7,96.3
743,1.67,0.34,0.17,0.23,169.2,96.35
744,1.7,0.34,0.17,0.32,244.55,96.75
745,1.91,0.34,0.17,0.88,311.5,96.6
746,2.34,0.34,0.17,1.53,315.55,95.4
747,2.62,0.34,0.17,1.54,286.45,94.05
748,2.67,0.34,0.17,1.3,274.25,93.3
749,2.54,0.34,0.17,1.16,292.55,93.25
750,2.46,0.34,0.17,1.06,284.65,93.2
751,2.55,0.34,0.17,1.47,264,92.25
752,2.68,0.34,0.17,2.04,264.85,90.75
753,2.67,0.34,0.17,1.84,275.1,90.35
754,2.54,0.34,0.17,1.57,275.05,90.45
755,2.47,0.34,0.17,1.82,266.9,89.85
756,2.41,0.45,0.23,1.41,228.95,89.75
757,2.19,1.37,1.07,0.62,183.65,90.85
758,1.94,3.98,3.54,0.49,218.35,92
759,1.77,8.78,7.62,0.35,246.85,92.45
760,1.77,17.02,13.47,0.29,271.05,91.95
761,1.96,23.49,18.58,0.6,296.5,91.05
762,2.12,25.75,22.96,1.13,282.85,90.7
763,2.16,30.01,28.47,1.16,139.82,90.65
764,2.19,60.28,39.1,0.6,87.07,90.5
765,2.5,96.35,56.97,0.51,156.2,89.45
766,2.96,102.95,72.42,0.88,211.35,87.95
767,3.13,112.3,69.97,1.05,305.95,87
768,3.32,145.25,59.95,0.92,292.35,86.45
769,3.91,197.85,58.18,0.88,274.7,84.3
770,4.42,242.05,58.83,1.1,222.6,82.55
771,4.83,266.6,59.5,1.12,160.2,81.02
772,5.48,301.55,93.1,0.89,198.5,78.4
773,5.4,271.55,137.25,1.64,262.45,79.38
774,4.74,181.65,142.8,2.65,296.65,81.3
775,4.42,197.6,144.55,3.07,309,81.15
776,4.38,182,127.9,3.2,318.65,80.75
777,4.47,158.7,124.95,2.96,330.55,80.11
778,4.56,150.1,118.3,2.54,326.35,79.97
779,4.64,122,112.7,2.29,301.95,79.92
780,4.73,146.9,135.5,2.5,307.15,78.48
781,4.89,146.65,137.8,2.84,326.95,76.92
782,5.07,152.25,145.7,2.55,334,75.88
783,5.3,292.25,161.45,2.77,315.85,73.4
784,5.75,502.15,190.3,3.07,317.1,70.17
785,5.92,361.35,173.65,2.8,331.9,70.79
786,5.55,140.7,124.05,3.04,313.7,73.49
787,5.3,155.8,112.25,2.96,273.35,71.76
788,5.37,269.95,125.65,2.95,273.55,67.99
789,5.62,378.1,151.5,3.17,318.5,66.7
790,6.13,536.7,162.55,3.1,302.9,64.84
791,6.59,603.45,168.8,3.17,284.3,65.26
792,6.3,343.65,147.6,3.22,319.5,68.86
793,5.89,134.8,110.85,2.71,342.2,70.39
794,5.87,123.4,116.85,2.52,344.15,70.04
795,5.87,234.5,140.6,2.98,337.95,68.71
796,5.87,278.1,157.6,3.16,337.85,68.01
797,5.92,248,151.6,2.61,325.25,65.96
798,6.41,435.7,103.14,2.06,331.9,59.54
799,7.23,590.2,64.63,1.84,331.4,55.85
800,7.56,584.8,87.74,2.26,245.1,57.09
801,7.72,633.6,168.2,2.78,233.4,55.99
802,8.18,605.7,235.65,2.34,149.76,55.15
803,7.67,329.8,183.2,3.24,140.07,60.16
804,6.88,125.05,108.15,3.78,140.04,62.37
805,6.79,113.15,96.5,3.25,7.24,60.74
806,6.72,141.35,105.65,2.99,168.95,59.24
807,6.85,181.95,125.6,3.03,340.6,61.05
808,6.68,171.75,146.1,4.18,338,65.97
809,6.35,160.25,151.55,4.25,326.8,67.95
810,6.61,334.5,179.3,3.18,186.74,65.93
811,7.15,425.2,171.65,2.45,26.86,61.01
812,7.22,205.84,96.32,1.87,7.82,59.69
813,7.02,61.55,55.19,1.41,19.91,58.4
814,6.85,55.97,52.95,1.69,23.47,59.68
815,6.58,104.46,70.23,2.73,181.16,64.21
816,6.67,229.9,87.2,3.43,323.8,62.93
817,6.95,297.45,84.76,3.69,325.6,60.89
818,6.97,257.95,74.73,3.74,182.46,60.58
819,6.96,250.3,67.55,3.55,13.84,58.85
820,7.15,258.3,62.46,2.69,175.28,57.02
821,7.54,234.3,60,1.63,173.82,56.45
822,7.61,151.6,63.43,1.88,2,57.63
823,7.27,68.92,59.77,2.54,5.53,57.62
824,6.96,38.84,36.73,3.58,15.24,60.91
825,6.1,20.92,19.83,4.63,13.68,68.67
826,5.21,21.46,20.16,3.8,166.64,71.77
827,5.13,26.97,25.41,2.59,165.07,71.19
828,5.28,27.08,25.25,3.02,16.11,72.87
829,5.2,17.03,15.84,4.16,20.83,75.37
830,4.9,9.97,9.42,4.6,9.49,76.18
831,4.67,7.67,7.07,3.51,3.57,76.62
832,4.52,4.5,4.05,2.3,12.15,77.25
833,4.35,2.37,1.99,1.67,29.29,79.12
834,4.04,0.86,0.6,1.33,44.9,82.45
835,3.64,0.36,0.17,1.36,71.14,84.8
836,3.38,0.34,0.17,1.26,69.94,84.7
837,3.16,0.34,0.17,1.05,176.29,84.85
838,2.77,0.34,0.17,1.11,315.55,86.65
839,2.45,0.34,0.17,0.89,293.3,88.1
840,2.13,0.34,0.17,0.53,221.3,89.35
841,1.78,0.34,0.17,0.81,188.75,90.75
842,1.84,0.34,0.17,0.79,267.95,90.8
843,1.93,0.34,0.17,0.61,335.1,91.05
844,1.64,0.34,0.17,0.6,224.85,92.25
845,1.43,0.34,0.17,0.76,74.84,92.45
846,1.37,0.34,0.17,0.95,22.3,91.5
847,1.12,0.34,0.17,0.91,84.75,91.75
848,0.45,0.34,0.17,1.04,147.55,94
849,0.06,0.34,0.17,0.7,89.58,95.2
850,0.08,0.34,0.17,0.37,59.78,95.1
851,0.05,0.34,0.17,0.58,101.8,95.15
852,0.03,0.34,0.17,0.42,94.33,95.2
853,-0.09,0.34,0.17,0.29,59.4,95.2
854,-0.33,0.34,0.17,0.54,84.37,95.45
855,-0.57,0.34,0.17,0.91,155.65,95.75
856,-0.8,0.34,0.17,1.05,145.5,96.5
857,-0.67,0.34,0.17,1.09,101.45,96.65
858,-0.42,0.34,0.17,1.09,80.65,95.75
859,-0.62,0.34,0.17,0.87,109.65,95.55
860,-0.91,0.34,0.17,0.91,129.5,96.35
861,-0.89,0.34,0.17,0.97,106.3,96.75
862,-0.85,0.34,0.17,0.95,81.25,96.35
863,-0.99,0.34,0.17,1.11,44.37,96.3
864,-1,0.34,0.17,0.94,70.57,96.25
865,-1.08,0.34,0.17,0.69,129.2,96.3
866,-1.29,0.34,0.17,0.67,102.67,96.95
867,-1.36,0.34,0.17,0.72,64.67,97.4
868,-1.29,0.34,0.17,0.81,101.65,97.35
869,-1.36,0.34,0.17,0.6,158.35,97.3
870,-1.49,0.34,0.17,0.57,159.5,97.6
871,-1.31,0.34,0.17,0.62,99.29,97.95
872,-1.07,0.34,0.17,0.66,44.2,97.85
873,-0.91,0.34,0.17,0.95,33.26,97.4
874,-0.82,0.34,0.17,1.05,70.06,96.85
875,-0.87,0.34,0.17,0.94,115.95,96.6
876,-0.95,0.34,0.17,1.01,111.11,96.95
877,-0.99,0.34,0.17,1,101.86,97.1
878,-1.17,0.34,0.17,0.92,119.8,97.3
879,-1.35,0.34,0.17,0.88,67.76,97.8
880,-1.43,0.34,0.17,0.86,37.98,97.9
881,-1.43,0.34,0.17,0.95,110.52,97.65
882,-1.65,0.34,0.17,0.76,120.09,97.75
883,-1.87,0.34,0.17,0.59,62.82,98.15
884,-1.88,0.34,0.17,0.74,73.53,98.35
885,-2.03,0.34,0.17,0.69,112.75,98.55
886,-2.15,0.34,0.17,0.47,109.15,98.85
887,-2.17,0.33,0.17,0.62,77.07,99.05
888,-2.24,0.33,0.17,0.79,66.66,99
889,-2.46,0.33,0.17,0.79,74.08,99.05
890,-2.63,0.33,0.17,0.57,75.59,99.1
891,-2.68,0.33,0.17,0.39,80.63,99.2
892,-2.69,0.33,0.17,0.68,94.9,99.4
893,-2.55,0.33,0.17,1.05,85.77,99.35
894,-2.58,0.33,0.17,0.88,105.92,99.15
895,-2.63,0.33,0.17,1.25,130.25,99.2
896,-2.45,0.33,0.17,1.19,86.25,99.2
897,-2.36,0.32,0.17,0.77,78.89,99.05
898,-2.34,0.32,0.17,0.93,96.4,98.9
899,-2.37,0.33,0.17,0.79,83.15,98.7
900,-2.47,0.63,0.38,0.78,103.85,98.65
901,-2.54,2.05,1.69,0.85,108.15,98.7
902,-2.55,5.32,4.88,0.77,96.9,98.7
903,-2.52,13.06,11.97,0.92,124.65,98.55
904,-2.44,28.56,24.86,1.09,137.65,97.95
905,-2.14,49.17,40.93,0.96,124.75,96.8
906,-1.68,71.35,57.38,1.01,134.8,95.3
907,-1.08,97.2,73.17,0.77,145.05,93.1
908,-0.59,128.25,84.65,0.67,115.6,91.35
909,-0.12,164.3,85.45,0.57,104.4,89.45
910,0.69,190.85,72.41,0.3,131.2,86.25
911,1.11,203.2,61.34,0.5,153.35,85.65
912,1.17,202.15,70.73,0.75,151.65,87.4
913,0.96,176.1,80.9,0.94,141.85,89.35
914,1.06,194.35,70.26,0.92,139.05,89.25
915,1.66,262.5,52.32,1.16,139.35,86.95
916,2.26,303.3,43.86,1.38,130.35,84.65
917,3.23,324.1,44.36,1.1,130.65,81.52
918,4.06,342,48.06,1.05,153.6,78.9
919,4.4,362,53.01,1.2,187.95,78.49
920,4.56,382.3,54.39,1.37,200.1,78.88
921,4.73,397.6,53.3,1.33,206.2,77.97
922,5.06,413.55,52.13,1.31,184.75,75.36
923,5.44,430.8,57.11,1.3,196.35,72.65
924,5.81,444.1,64.33,1.12,269.65,71.6
925,6.17,456.1,62.04,1.18,219.85,71.4
926,6.47,463.85,60.24,0.96,196.05,69.58
927,6.82,491.1,63.72,0.75,215.75,65.7
928,6.51,473.25,63.38,1.73,171.9,67
929,5.87,442.75,70.03,2.02,151.5,68.63
930,5.89,496.1,72.52,1.87,149,66.5
931,6.13,466.8,76.25,2.42,153.65,67.27
932,5.96,404.75,109.95,1.98,198.1,66.18
933,6.34,523.65,130.75,1.74,221.5,61.56
934,7.05,602.7,135.55,1.8,244.6,57.79
935,7.14,565.5,134.45,2.26,234.05,56.44
936,6.66,397.15,127.6,2.69,154.55,58.36
937,6.42,268.25,150.4,2.13,153.3,60.2
938,6.6,413.4,180.8,2.05,141.35,59.43
939,7.23,613.85,177.25,1.67,170.2,55.68
940,7.89,680.55,154,1.99,221.1,51.51
941,7.71,427.65,161.75,2.58,219.85,53.72
942,7.18,235.45,198.5,2.43,218.55,56.31
943,6.94,372.8,198.65,2.59,182.95,54.26
944,7.18,336.25,183.7,2.22,183.05,53.93
945,7.24,243.9,178.35,2.27,207.8,54.75
946,7.39,283,178.3,2.8,196.25,54.85
947,7.49,280.55,201.95,3.04,163.05,55.22
948,7.31,240.95,203.55,3.03,156.6,54.9
949,7.2,185.35,178.1,3.23,167.95,55.67
950,7.16,180.2,171.75,3.65,157.25,55.73
951,7.22,191.55,182.9,3.71,150.65,54.21
952,7.26,178.35,172,3.55,172.2,53.53
953,7.19,165.5,157.6,3.88,186.8,53.63
954,7.11,175.45,163.4,4.63,183.8,54.08
955,7.12,169.55,160.25,4.53,172.9,53.25
956,7.16,149.45,145.65,4.2,174.4,53.18
957,7.16,137.35,135,4.09,181,54.49
958,7.3,206.15,155.85,3.91,194.65,54.5
959,7.4,210.4,159.3,4.08,193.7,53.44
960,7.3,186.7,140.9,4.18,180.55,53.31
961,7.29,188,141.9,4.16,190.2,55.06
962,7.24,157.15,128.65,4.25,183.55,55.53
963,7.1,131.5,102.9,4.33,174.15,54.6
964,6.97,87.95,81.16,4.78,189.85,54.53
965,6.94,98.45,74.2,4.81,185.85,55
966,6.93,92.66,71.64,4.5,174.8,55.09
967,6.8,78.25,68.67,4.56,181.85,54.94
968,6.77,71.28,59.43,4.1,202.85,55.45
969,6.67,48.36,43.09,3.64,205.45,56.38
970,6.43,39.54,36.51,3.34,196.05,56.39
971,6.24,37.19,35.23,3.33,196.35,55.51
972,6.1,31.18,30.19,3.82,188.6,56.43
973,5.93,23.5,22.84,3.6,176.9,58.57
974,5.73,16.43,15.88,3.4,175.75,60.06
975,5.58,9.81,9.32,3.68,186.5,61.08
976,5.42,4.74,4.31,3.6,179.95,62.54
977,5.22,1.93,1.58,3.17,175.25,64.24
978,5.01,0.7,0.45,2.89,180.4,65.65
979,4.79,0.35,0.17,2.98,181.45,66.53
980,4.57,0.34,0.17,3.04,179.45,66.81
981,4.43,0.34,0.17,3.03,179.9,67.39
982,4.35,0.34,0.17,3.02,176.75,68.4
983,4.33,0.34,0.17,3.07,179.95,69.14
984,4.34,0.34,0.17,3.34,182.6,69.7
985,4.29,0.34,0.17,3.51,169.25,70.14
986,4.22,0.34,0.17,3.61,166.6,69.84
987,4.17,0.34,0.17,3.67,169.9,69.45
988,4.09,0.34,0.17,3.67,177.8,68.91
989,4.02,0.35,0.17,4.15,184.3,67.58
990,4,0.35,0.17,4.57,165.2,67.16
991,3.95,0.34,0.17,4.36,167.55,67.67
992,3.87,0.34,0.17,3.87,185.35,68.04
993,3.86,0.34,0.17,3.79,175.7,67.46
994,3.95,0.34,0.17,4.13,170.05,66.47
995,4.05,0.34,0.17,4.03,175.65,66.33
996,4.03,0.35,0.17,3.38,177.3,66.77
997,4.01,0.34,0.17,3.37,175.55,66.93
998,4.08,0.34,0.17,4.02,170.15,67.21
999,4.14,0.34,0.17,3.97,168.3,68.28
1000,4.17,0.34,0.17,3.61,173.05,68.53
1001,4.2,0.34,0.17,3.47,159.7,68.67
1002,4.2,0.34,0.17,3.24,152.45,69.82
1003,4.17,0.34,0.17,3.22,173.25,71.09
1004,4.15,0.34,0.17,3.55,194.2,72.91
1005,4.01,0.34,0.17,4.04,197.65,76.66
1006,3.69,0.34,0.17,3.99,200.75,81.38
1007,3.35,0.34,0.17,4.28,191.75,85.05
1008,3.03,0.34,0.17,4.93,159.4,87.65
1009,2.85,0.34,0.17,4.94,170.55,89.6
1010,2.73,0.34,0.17,4.43,172.3,90.4
1011,2.65,0.34,0.17,4.48,190.8,90.45
1012,2.55,0.34,0.17,4.8,205.15,91.05
1013,2.37,0.34,0.17,4.27,180.65,92.35
1014,2.18,0.34,0.17,3.82,165.8,93.3
1015,1.98,0.34,0.17,3.62,158.95,93.9
1016,1.75,0.34,0.17,3.55,174.05,94.9
1017,1.54,0.34,0.17,3.1,171.8,95.8
1018,1.36,0.34,0.17,2.93,155.6,96.25
1019,1.19,0.34,0.17,2.93,138.35,96.65
1020,1.02,0.34,0.17,2.59,137.5,97.1
1021,0.89,0.34,0.17,2.37,134.45,97.5
1022,0.78,0.34,0.17,2.26,136.2,97.85
1023,0.69,0.34,0.17,2.27,143.05,98.1
1024,0.66,0.34,0.17,2.19,131.5,98.3
1025,0.64,0.34,0.17,2.19,124.85,98.5
1026,0.69,0.34,0.17,2.22,135.25,98.65
1027,0.89,0.34,0.17,1.96,150.85,98.55
1028,1.11,0.34,0.17,2.09,161.85,98.05
1029,1.31,0.34,0.17,2.73,162.45,97.15
1030,1.43,0.34,0.17,3.02,151.7,96.6
1031,1.4,0.34,0.17,3.04,156.65,96.6
1032,1.35,0.34,0.17,3.16,154.75,96.65
1033,1.34,0.34,0.17,2.96,148.65,96.8
1034,1.36,0.34,0.17,2.96,166.25,96.65
1035,1.42,0.34,0.17,3.47,168.6,96.2
1036,1.47,0.34,0.17,3.76,148.1,96.05
1037,1.45,0.34,0.17,3.9,144.55,96.05
1038,1.4,0.34,0.17,3.79,157.8,96.2
1039,1.32,0.34,0.17,3.42,158.4,96.6
1040,1.26,0.34,0.17,3.22,147.65,96.85
1041,1.27,0.34,0.17,3.42,158.05,96.7
1042,1.33,0.34,0.17,3.58,180.9,96.4
1043,1.39,0.34,0.17,4.07,167.1,95.75
1044,1.46,0.35,0.17,4.45,166.9,95.05
1045,1.54,0.61,0.34,4.62,171.85,94.5
1046,1.6,1.49,1.06,4.58,162.05,94.35
1047,1.62,2.77,2.27,4.16,170.35,94.5
1048,1.63,3.55,3.08,4.21,169.1,94.65
1049,1.62,4.37,3.96,4.26,153.25,95
1050,1.62,7.3,6.85,4.47,157.45,95.45
1051,1.62,14.13,13.39,4.2,173.1,96.3
1052,1.62,25.31,24.24,3.48,166.65,97.1
1053,1.71,35.55,34.3,3.48,176.6,97.4
1054,1.9,35.89,34.66,3.52,170.35,97.4
1055,2.2,37.63,36.29,3.35,167.25,97.35
1056,2.69,39.69,38.28,3.14,193.85,97.4
1057,3.28,48.67,47.12,2.57,186.4,97.45
1058,3.69,57.4,55.66,1.83,207.95,97.5
1059,3.95,91.63,89.04,2.42,295.2,97.2
1060,3.71,96.8,94.14,4,339.3,97
1061,3.12,78.5,76.44,4.41,326.45,97.25
1062,2.69,116.35,113.7,4.25,335.2,97.25
1063,2.5,136.85,134.1,4.04,335.45,97.2
1064,2.46,110.05,107.75,4.06,327.25,97.1
1065,2.36,80.27,77.77,4.33,326.2,96.8
1066,2.33,114.57,104.88,3.91,311.65,96.6
1067,2.67,218.4,181.95,3.3,305.25,95.45
1068,3.24,290.9,235.25,3.49,299.9,93.75
1069,3.62,281.5,245.6,3.9,313.75,93.35
1070,3.81,250.6,239.25,4.29,316.7,93.05
1071,3.94,245.95,237.9,4.41,302.1,92.25
1072,4.02,231.5,223.9,4.23,304.35,91.8
1073,4.09,215.3,209.9,4.16,308.8,91.15
1074,4.13,210.6,205.1,4.39,311.3,90.95
1075,4.33,227.85,217.25,4.51,311.35,91.25
1076,4.83,316.85,267.35,4.62,305.6,90.85
1077,5.41,405,292.25,5.1,320.15,89
